BarcodeID,Date,YearMonth,Jul,LunarPhase,MinStartPostSunset,DailyTemp,MonthlyTemp,Latitude,Longitude,Site,Bank,GeoReach,TribDist,RivWidth,RivWidthGeoreach,ClosestRapid,RapidDist,TallVegByMSU,BatCollector,BatDuration,BugCollector,BugDuration,ANPA,COTO,EPFU,EUMA,EUPE,LABL,LABO,LACI,LAIN,LANO,LAXA,MYCA,MYCI,MYEV,MYGR,MYLU,MYTH,MYVO,MYSP,MYYU,NOID,NYFE,NYMA,PAHE,PESU,TABR,TotalCalls,AquaDipCR,AquaTriCR,AquaOtherCR,AquaticPreyRate,TerrMothCR,TerrOtherCR,TerrestrialPreyRate,TotalPreyRate
L10012,10/20/2017,2017-10,293,New,16,24.44444444,20.90930674,36.2582,-112.9197,169,RB,Lower Canyon,11.3,62,72.3196347,Fern Glen Rapid,0.14,0.38,KW,0.98,WoganK,1.03,0,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,3,14,0,0,7,0,2,30,431,116,0,547,55,15,70,617
L09360,10/21/2017,2017-10,294,New,36,21.80555556,20.90930674,36.2376,-112.3451,109,RB,Upper Granite Gorge,0.18,51,58.93838863,Shinumo Rapid,0.22,0.19,SJ,1,JerniganS,1.03,0,0,2,0,0,1,0,0,0,23,0,2,0,0,0,0,0,0,0,39,67,0,0,3,0,79,216,36,15.2,0,51.2,60,39.2,99.2,150.4
L10011,10/21/2017,2017-10,294,New,25,21.80555556,20.90930674,36.0969,-113.2218,192,LB,Lower Canyon,12.4,50,72.3196347,Whitmore Rapid,4.05,1.22,KW,0.63,WoganK,1.15,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,7,41,0,0,21,0,0,73,39.32,30.77,0,70.09,51.28,5.13,56.41,126.5
L09521,10/22/2017,2017-10,295,New,27,19.16666667,20.90930674,36.3369,-112.4561,132,RB,Middle Granite Gorge,0.65,61,67.1037037,Deubendorff Rapid,0.51,0.44,SJ,1.17,JerniganS,1.15,0,0,1,0,5,3,0,0,0,1,0,25,0,0,0,0,0,0,0,61,46,0,0,45,0,7,194,71.57,681.37,0,752.94,5.88,47.06,52.94,805.88
L09362,10/25/2017,2017-10,298,Waxing,-23,21.11111111,20.90930674,36.2378,-113.0141,175,RB,Lower Canyon,17.48,43,72.3196347,Gateway Rapid,2.95,0.45,SJ,1.05,JerniganS,1.08,4,0,5,0,0,0,0,0,0,11,0,10,0,1,0,0,0,0,0,8,38,0,0,36,0,32,145,20.35,19.47,0,39.82,0,0,0,39.82
L09363,10/26/2017,2017-10,299,Waxing,-21,20.83333333,20.90930674,36.0895,-113.2539,195,LB,Lower Canyon,10.13,101,72.3196347,Whitmore Rapid,6.32,2.01,SJ,0.98,JerniganS,1.05,0,0,3,0,0,1,0,1,0,3,0,8,0,0,0,0,0,0,0,19,54,0,0,88,0,8,185,64,0,0,64,6,7,13,77
L09364,10/27/2017,2017-10,300,Waxing,-14,19.44444444,20.90930674,35.8317,-113.3258,220,RB,Lower Granite Gorge,4.1,76,78.12676056,Granite Spring Rapid,0.53,0.44,SJ,1.07,JerniganS,1.25,0,0,0,0,0,15,0,0,0,3,0,1,0,0,0,0,0,0,0,18,180,0,0,41,0,1,259,48,0,0,48,7,0,7,55
L10184,4/1/2018,2018-4,91,Full,19,22.5,20.74494949,36.8652,-111.5852,0,RB,Glen Canyon,1.05,117,117,Paria Riffle,1.08,1.26,TS,0.93,SchragerT,1,0,0,0,0,0,9,0,0,0,1,0,25,1,0,0,0,0,0,0,36,87,0,0,31,0,12,202,857.27,89.09,0,946.36,1.82,6.36,8.18,954.55
L09445,4/2/2018,2018-4,92,Full,-2,22.22222222,20.74494949,36.7412,-111.6925,11,RB,Permian,10.3,84,109.1777778,Soap Creek Rapid,0.17,0.31,KW,1,WilliamsK,1.02,0,0,0,0,0,4,0,1,0,4,0,11,1,0,0,0,0,0,0,20,66,0,0,42,0,6,155,1245.63,210.68,0,1456.31,119.42,32.04,151.46,1607.77
L10104,4/3/2018,2018-4,93,Full,32,20.55555556,20.74494949,36.6504,-111.7577,19,LB,Supai,18.3,60,66.50574713,18-Mile Riffle,0.87,0.24,SM,1.08,MorrisS,1.12,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,55,170,0,0,1,0,0,227,6456.48,99.07,0,6555.56,4.63,14.81,19.44,6575
L10199,4/3/2018,2018-4,93,Full,22,20.55555556,20.74494949,36.4827,-111.8467,34,LB,Redwall,18.45,77,74.31730769,36-Mile Rapid,2.26,0.28,TS,0.98,SchragerT,1,0,0,0,0,0,3,0,0,0,0,0,52,3,0,0,0,0,0,0,63,104,0,0,10,0,0,235,0,0,0,0,0.88,0,0.88,0.88
L05144,4/4/2018,2018-4,94,Full,35,19.44444444,20.74494949,36.4346,-111.8528,38,LB,Lower Marble,14.5,97,92.56410256,36-Mile Rapid,1.69,0.21,SM,1.03,MorrisS,0.97,0,0,0,0,0,0,0,0,0,2,0,44,0,0,0,0,0,0,0,57,102,0,0,5,0,0,210,2076.85,1445.37,0,3522.22,47.22,654.63,701.85,4224.07
L08036,4/4/2018,2018-4,94,Full,2,19.44444444,20.74494949,36.6811,-111.7395,17,LB,Supai,15.7,55,66.50574713,House Rock Rapid,0.48,0.12,CA,0.93,ArndtC,1,0,0,0,0,1,5,0,0,0,2,0,31,0,0,0,0,0,0,0,40,114,0,0,30,0,3,226,115,24,0,139,119,109,228,367
L09471,4/4/2018,2018-4,94,Full,-7,19.44444444,20.74494949,36.4028,-111.88,41,RB,Lower Marble,11.22,68,92.56410256,President Harding,2.7,0.85,KW,0.93,WilliamsK,1.15,0,0,0,0,3,5,0,0,0,1,0,10,0,0,0,0,0,0,0,17,37,0,0,8,0,3,84,118.63,18.63,0,137.25,108.82,200,308.82,446.08
L04976,4/5/2018,2018-4,95,Waning,2,21.66666667,20.74494949,36.5166,-111.8467,31,RB,Redwall,21.8,58,74.31730769,29-Mile Rapid,1.32,0.31,CA,1,ArndtC,1.02,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10,0,0,13,0,1,26,922.33,680.58,0,1602.91,0.97,0.97,1.94,1604.85
L09473,4/5/2018,2018-4,95,Waning,-3,21.66666667,20.74494949,36.3658,-111.887,48,RB,Lower Marble,4.85,105,92.56410256,President Harding,3.67,2.52,KW,1.02,WilliamsK,1.1,0,0,0,0,0,26,0,0,0,6,0,2,0,0,0,0,0,0,0,20,74,0,0,35,0,3,166,293.14,26.47,0,319.61,8.82,35.29,44.12,363.73
L10105,4/5/2018,2018-4,95,Waning,16,21.66666667,20.74494949,36.3001,-111.8564,53,RB,Lower Marble,0.6,76,92.56410256,Nankoweap Rapid,0.59,1.85,SM,0.88,MorrisS,0.85,0,0,0,0,0,13,0,0,0,1,0,17,0,0,0,0,0,0,0,53,91,0,0,13,0,0,188,986.44,28.81,0,1015.25,0,1.69,1.69,1016.95
L08037,4/6/2018,2018-4,96,Waning,12,26.11111111,20.74494949,36.4035,-111.8789,41,RB,Lower Marble,11.3,43,92.56410256,President Harding,2.78,0.85,CA,1,ArndtC,1,0,0,0,0,0,6,0,0,0,2,0,15,1,0,0,0,0,0,0,12,88,0,0,17,0,0,141,161,3,3,167,151,144,295,462
L10185,4/6/2018,2018-4,96,Waning,45,26.11111111,20.74494949,36.0665,-111.8896,75,RB,Furnace Flats,10.07,86,87.03937008,Nevills Rapid,1.16,1.09,TS,1.02,SchragerT,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,10,0,0,2,0,0,14,897,37,0,934,14,7,21,955
L08035,4/7/2018,2018-4,97,Waning,62,28.05555556,20.74494949,36.2952,-111.8578,54,RB,Lower Marble,1,104,92.56410256,Nankoweap Rapid,0.99,2.51,CA,0.87,ArndtC,0.93,0,0,0,1,0,4,0,0,0,1,0,20,0,0,0,0,0,0,0,11,39,0,0,29,0,0,105,224,17,0,241,95,110,205,446
L09474,4/7/2018,2018-4,97,Waning,-4,28.05555556,20.74494949,36.1404,-111.8162,66,RB,Furnace Flats,4.03,121,87.03937008,Lava Canyon Rapid,0.12,1.26,KW,0.68,WilliamsK,1,0,0,1,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,18,0,0,6,0,1,30,49,11,0,60,2,68,70,130
L06510,4/8/2018,2018-4,98,Waning,23,24.44444444,20.74494949,36.0837,-112.041,85,LB,Upper Granite Gorge,0.3,50,58.93838863,Zoroaster Rapid,0.25,0.41,SM,1.08,MorrisS,1.02,2,0,0,0,0,8,0,0,0,1,0,69,0,0,0,0,0,0,0,23,97,0,0,11,0,8,219,175,1,0,176,120,10,130,306
L09367,4/8/2018,2018-4,98,Waning,-7,24.44444444,20.74494949,36.0552,-111.9965,82,LB,Upper Granite Gorge,2.95,49,58.93838863,Grapevine Rapid,0.31,0.56,KW,1.05,WilliamsK,1.13,0,0,0,0,0,35,0,0,0,8,0,0,0,0,0,0,0,0,0,69,66,0,0,3,0,45,226,496,3,0,499,537,13,550,1049
L07589,4/9/2018,2018-4,99,Waning,27,22.22222222,20.74494949,36.0497,-111.904,76,LB,Furnace Flats,8.6,64,87.03937008,Nevills Rapid,0.31,0.41,CA,1,ArndtC,1.07,0,0,2,2,1,6,0,0,0,2,0,10,0,0,0,0,0,0,0,15,48,0,0,46,0,0,132,1023.81,377.14,0,1400.95,119.05,4.76,123.81,1524.76
L09470,4/9/2018,2018-4,99,Waning,0,22.22222222,20.74494949,36.1083,-112.2252,97,LB,Upper Granite Gorge,0.56,82,58.93838863,Boucher Rapid,0.58,0.39,KW,0.92,WilliamsK,1,0,0,0,0,0,24,0,0,0,3,0,0,0,0,0,0,0,0,0,78,62,0,0,4,0,38,209,291,61,0,352,1,4,5,357
L10010,4/9/2018,2018-4,99,Waning,16,22.22222222,20.74494949,36.1053,-112.157,92,LB,Upper Granite Gorge,2.9,63,58.93838863,Salt Creek Rapid,0.81,0.57,SM,1.07,MorrisS,1.1,0,0,0,0,0,9,0,0,0,0,0,5,0,0,0,0,0,0,0,66,131,0,0,17,0,0,228,12.62,43.69,0,56.31,93.2,2.91,96.12,152.43
L10188,4/9/2018,2018-4,99,Waning,17,22.22222222,20.74494949,36.2332,-112.3399,109,RB,Upper Granite Gorge,0.62,57,58.93838863,Bass Rapid,0.19,0.19,TS,1.23,SchragerT,1.1,0,0,0,0,0,49,0,0,0,1,0,4,0,0,0,0,0,0,0,45,92,0,0,14,0,11,216,10.62,3.54,0,14.16,5.31,5.31,10.62,24.78
L10206,4/9/2018,2018-4,99,Waning,53,22.22222222,20.74494949,36.2266,-112.3371,108,RB,Upper Granite Gorge,1.1,46,58.93838863,Bass Rapid,0.29,0.29,EB,0.78,ByerleyE,1,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,68,34,0,0,0,0,0,116,66.39,18.03,0,84.43,4.1,0,4.1,88.52
L07602,4/10/2018,2018-4,100,Waning,5,23.33333333,20.74494949,36.1038,-112.16,92,RB,Upper Granite Gorge,3,64,58.93838863,Salt Creek Rapid,0.61,0.57,CA,1,ArndtC,1.1,0,0,0,0,0,34,0,0,0,2,0,6,0,0,0,0,0,0,0,21,85,0,0,30,0,9,187,718,61,0,779,11,87,98,877
L09196,4/10/2018,2018-4,100,Waning,19,23.33333333,20.74494949,36.2375,-112.3448,109,RB,Upper Granite Gorge,0.2,51,58.93838863,Shinumo Rapid,0.24,0.19,SM,0.75,MorrisS,0.97,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,45,0,0,1,0,0,56,3.2,0,0,3.2,0,0,0,3.2
L09349,4/10/2018,2018-4,100,Waning,-9,23.33333333,20.74494949,36.2266,-112.3371,108,RB,Upper Granite Gorge,1.1,46,58.93838863,Bass Rapid,0.29,0.29,KW,0.98,WilliamsK,1.1,0,0,0,0,0,15,0,2,0,8,0,0,0,0,0,0,0,0,0,62,55,0,0,12,0,41,195,65.69,61.76,0,127.45,12.75,52.94,65.69,193.14
L10189,4/10/2018,2018-4,100,Waning,51,23.33333333,20.74494949,36.2436,-112.5045,123,LB,Aisles,5.33,97,82.5,122-Mile Rapid,0.3,0.54,TS,1.5,SchragerT,1,0,0,0,0,0,1,0,0,0,0,0,24,0,0,0,0,0,0,0,123,70,0,0,0,0,0,218,200,12,0,212,1,0,1,213
L10207,4/10/2018,2018-4,100,Waning,43,23.33333333,20.74494949,36.2438,-112.3933,112,RB,Upper Granite Gorge,2.8,40,58.93838863,Hakatai Rapid,0.49,0.35,EB,1.08,ByerleyE,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,82,17,0,0,1,0,0,102,106,24,0,130,37,12,49,179
L06779,4/11/2018,2018-4,101,Waning,20,24.72222222,20.74494949,36.3638,-112.4612,134,LB,Middle Granite Gorge,0.6,100,67.1037037,Tapeats Rapid,0.63,0.68,SM,0.93,MorrisS,1.02,0,0,5,0,0,7,0,0,0,5,0,7,0,0,0,0,0,0,0,34,63,0,0,12,0,7,140,65.45,12.73,0,78.18,0,2.73,2.73,80.91
L09366,4/11/2018,2018-4,101,Waning,-9,24.72222222,20.74494949,36.2234,-112.4556,119,RB,Aisles,1.88,95,82.5,119-Mile Rapid,0.17,0.43,KW,0.95,WilliamsK,1.03,0,0,0,0,0,29,0,0,0,2,0,0,0,0,0,0,0,0,0,35,82,0,0,21,0,2,171,80.58,11.65,1.94,94.17,133.98,18.45,152.43,246.6
L09864,4/11/2018,2018-4,101,Waning,11,24.72222222,20.74494949,36.2293,-112.3384,108,LB,Upper Granite Gorge,0.9,60,58.93838863,Bass Rapid,0.09,0.29,CA,1,ArndtC,1.12,0,0,0,0,0,36,0,0,0,1,0,5,0,0,0,0,0,0,0,26,120,0,0,12,0,7,207,200,4.27,0,204.27,2.56,0,2.56,206.84
L10190,4/11/2018,2018-4,101,Waning,51,24.72222222,20.74494949,36.3485,-112.4553,133,RB,Middle Granite Gorge,0.17,71,67.1037037,Deubendorff Rapid,0.31,0.27,TS,1.3,SchragerT,1.13,0,0,1,0,0,5,0,0,0,5,0,1,0,0,0,0,0,0,0,7,32,0,0,14,0,0,65,1906.25,0.89,0,1907.14,0,0.89,0.89,1908.04
L10208,4/11/2018,2018-4,101,Waning,37,24.72222222,20.74494949,36.2007,-112.4552,118,LB,Upper Granite Gorge,0.3,43,58.93838863,119-Mile Rapid,1.75,0.44,EB,0.93,ByerleyE,1.22,0,0,4,0,0,0,0,3,0,10,0,1,0,0,0,0,0,0,0,3,90,0,0,4,0,3,118,74.29,1.9,0,76.19,10.48,2.86,13.33,89.52
L10254,4/11/2018,2018-4,101,Waning,2,24.72222222,20.74494949,36.6482,-111.761,19,LB,Supai,18.54,69,66.50574713,18-Mile Riffle,1.11,0.24,MP,1.17,PerkinsM,1.03,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,1,0,0,26,119,0,0,20,0,0,211,330.48,0,0,330.48,0,2.86,2.86,333.33
L10074,4/12/2018,2018-4,102,New,-10,25,20.74494949,36.2829,-112.504,127,RB,Middle Granite Gorge,5.41,57,67.1037037,Randys Rock Rapid,0.06,0.25,KW,1.03,WilliamsK,1.13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7,17,0,0,0,0,5,30,52.43,0,0,52.43,0,4.85,4.85,57.28
L10123,4/12/2018,2018-4,102,New,0,25,20.74494949,36.7401,-111.6936,11,RB,Supai,10.4,83,66.50574713,Soap Creek Rapid,0.07,0.31,EJ,1.13,JosephE,1,1,0,3,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,1,31,0,0,0,0,20,65,1069,504,0,1573,2,1,3,1576
L10367,4/12/2018,2018-4,102,New,9,25,20.74494949,36.8649,-111.5879,0,RB,Permian,0.9,117,109.1777778,Paria Riffle,0.93,1.26,KWO,0.97,WoganK,0.98,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,21,0,0,1,0,2,27,72.55,0,0,72.55,0,0,0,72.55
L07353,4/13/2018,2018-4,103,New,-11,21.11111111,20.74494949,36.3474,-112.4551,132,RB,Middle Granite Gorge,0.09,71,67.1037037,Deubendorff Rapid,0.23,0.44,KW,0.62,WilliamsK,1.1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,0,0,4,0,3,15,181,4,0,185,59,47,106,291
L09866,4/13/2018,2018-4,103,New,29,21.11111111,20.74494949,36.3638,-112.4612,134,LB,Middle Granite Gorge,0.6,100,67.1037037,Tapeats Rapid,0.63,0.68,CA,0.93,ArndtC,1.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,22,0,0,0,0,1,26,64,179,1,244,44,50,94,338
L09895,4/13/2018,2018-4,103,New,11,21.11111111,20.74494949,36.3535,-112.7041,151,LB,Muav Gorge,2.4,42,51.76041667,Upset Rapid,0.59,0.14,SM,0.8,MorrisS,1.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,284.31,17.65,0,301.96,39.22,57.84,97.06,399.02
L10124,4/13/2018,2018-4,103,New,-1,21.11111111,20.74494949,36.5303,-111.8353,30,LB,Redwall,23,50,74.31730769,29-Mile Rapid,0.12,0.1,EJ,1.03,JosephE,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,3,158,0,0,0,0,1,164,36,22,0,58,3,0,3,61
L10255,4/13/2018,2018-4,103,New,5,21.11111111,20.74494949,36.1959,-111.7995,62,RB,Furnace Flats,0.24,74,87.03937008,60-Mile Rapid,1.46,0.47,MP,0.93,PerkinsM,1.07,0,0,0,0,2,0,0,1,0,4,0,0,0,0,0,0,0,0,0,5,19,0,0,0,0,9,40,910.28,20.56,0,930.84,0,13.08,13.08,943.93
L10368,4/13/2018,2018-4,103,New,19,21.11111111,20.74494949,36.7262,-111.7,12,LB,Supai,11.53,54,66.50574713,Browns Riffle,0.39,0.1,KWO,1.15,WoganK,1.18,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,2,22,0,0,0,0,2,30,260.78,22.55,0,283.33,1.96,3.92,5.88,289.22
L07354,4/14/2018,2018-4,104,New,-12,19.72222222,20.74494949,36.3774,-112.4818,135,LB,Middle Granite Gorge,0.9,88,67.1037037,135-Mile Rapid,0.16,0.28,KW,0.93,WilliamsK,1.08,0,0,0,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,56,42,0,0,47,0,8,160,18.69,0,0,18.69,0.93,0,0.93,19.63
L09867,4/14/2018,2018-4,104,New,5,19.72222222,20.74494949,36.3916,-112.5222,138,LB,Middle Granite Gorge,0.8,43,67.1037037,137.5-Mile Rapid,0.64,0.8,CA,1,ArndtC,1.17,0,0,0,0,1,19,0,0,0,18,0,0,0,0,0,0,0,0,0,24,112,0,0,21,0,30,225,6.8,21.36,0,28.16,7.77,16.5,24.27,52.43
L09905,4/14/2018,2018-4,104,New,43,19.72222222,20.74494949,36.3869,-111.8501,44,LB,Lower Marble,8,129,92.56410256,President Harding,0.52,0.84,EJ,1.5,MackayW,1,0,0,0,0,1,3,0,0,0,7,0,28,0,0,0,0,0,0,0,76,85,0,0,7,0,10,217,23.3,0.97,0,24.27,1.94,5.83,7.77,32.04
L10369,4/14/2018,2018-4,104,New,-11,19.72222222,20.74494949,36.5937,-111.7724,24,LB,Redwall,22.66,52,74.31730769,23.5-Mile Rapid,0.08,0.25,KWO,0.63,WoganK,1.02,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,3,45,0,0,41,0,4,109,22.86,9.52,0,32.38,0,1.9,1.9,34.29
L05672,4/15/2018,2018-4,105,New,4,20.55555556,20.74494949,36.3416,-112.6811,149,LB,Muav Gorge,0.5,57,51.76041667,Matkatamiba Rapid,0.51,0.18,CA,1.02,ArndtC,1.17,0,0,0,0,0,56,0,0,0,0,0,3,0,0,0,0,0,0,0,35,103,0,0,15,0,2,214,22,22,1,45,61,86,147,192
L09254,4/15/2018,2018-4,105,New,-8,20.55555556,20.74494949,36.3868,-112.6436,145,RB,Muav Gorge,0.79,64,51.76041667,144.5-Mile Rapid,0.54,0.26,KW,1.07,WilliamsK,1,0,0,0,0,0,30,0,0,0,1,0,2,0,0,0,0,0,0,0,43,92,0,0,47,0,1,216,35.29,8.82,0,44.12,51.96,82.35,134.31,178.43
L09893,4/15/2018,2018-4,105,New,9,20.55555556,20.74494949,36.1946,-113.0897,180,RB,Lower Canyon,22.9,66,72.3196347,Lower Lava Rapid,0.16,0.96,SM,1.12,MorrisS,1.13,0,0,0,0,0,15,0,0,0,1,0,2,0,0,0,0,0,0,0,73,124,0,0,12,0,0,227,114.29,216.33,0,330.61,24.49,6.12,30.61,361.22
L10209,4/15/2018,2018-4,105,New,37,20.55555556,20.74494949,36.3349,-112.4571,132,RB,Middle Granite Gorge,0.8,106,67.1037037,Bedrock Rapid,0.53,0.44,EB,1,ByerleyE,1,0,0,3,0,0,8,0,1,0,10,0,2,0,0,0,0,0,0,0,36,96,0,0,22,0,18,196,247.06,36.27,0,283.33,17.65,1.96,19.61,302.94
L10370,4/15/2018,2018-4,105,New,-1,20.55555556,20.74494949,36.4352,-111.8516,38,LB,Lower Marble,14.58,97,92.56410256,36-Mile Rapid,1.61,0.21,KWO,0.97,WoganK,1.02,0,0,1,0,0,9,0,1,0,8,0,5,10,0,0,0,0,0,0,35,106,0,0,46,0,13,234,47.06,13.73,0,60.78,0,0,0,60.78
L05141,4/16/2018,2018-4,106,New,25,24.44444444,20.74494949,36.0855,-113.3251,200,RB,Lower Canyon,5.2,59,72.3196347,205-Mile Rapid,6.13,1.19,SM,0.85,MorrisS,1.03,0,0,10,0,0,7,0,0,0,9,0,1,0,0,0,0,0,0,0,1,84,0,0,2,0,68,182,8563.25,17.09,0,8580.34,6.84,54.7,61.54,8641.88
L07604,4/16/2018,2018-4,106,New,33,24.44444444,20.74494949,36.2783,-112.8763,165,RB,Lower Canyon,7.9,72,72.3196347,164-Mile Rapid,0.25,0.12,CA,0.98,ArndtC,1.1,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,15,32,0,0,0,0,0,53,408.74,201.94,0,610.68,16.5,77.67,94.17,704.85
L09253,4/16/2018,2018-4,106,New,-59,24.44444444,20.74494949,36.2581,-112.9209,169,RB,Lower Canyon,11.37,62,72.3196347,Fern Glen Rapid,0.21,0.38,KW,0.78,WilliamsK,0.98,0,0,0,0,0,7,0,0,0,1,0,0,0,0,0,0,0,0,0,1,45,0,0,4,0,5,63,26.21,18.45,0,44.66,45.63,33.01,78.64,123.3
L10126,4/16/2018,2018-4,106,New,-4,24.44444444,20.74494949,36.1394,-111.8164,66,RB,Furnace Flats,4.1,96,87.03937008,Lava Canyon Rapid,0.05,1.26,EJ,0.98,JosephE,1,0,0,1,0,2,5,0,0,0,7,0,4,0,0,0,0,0,0,0,12,96,0,0,8,0,36,171,60,7.62,0,67.62,0.95,0,0.95,68.57
L10371,4/16/2018,2018-4,106,New,7,24.44444444,20.74494949,36.3677,-111.8882,48,RB,Lower Marble,5,57,92.56410256,President Harding,3.52,2.52,KWO,1.03,WoganK,1.05,0,0,1,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,1,19,0,0,2,0,10,36,4019.42,449.51,0,4468.93,3.88,0,3.88,4472.82
L09252,4/17/2018,2018-4,107,New,-62,19.44444444,20.74494949,36.1453,-113.2006,188,RB,Lower Canyon,16.3,62,72.3196347,Whitmore Rapid,0.15,1.65,KW,1.18,WilliamsK,1.25,0,0,0,0,0,31,0,0,0,4,0,4,0,0,0,0,0,0,0,17,92,0,0,19,0,6,173,1594.55,50,0,1644.55,3.64,10.91,14.55,1659.09
L10138,4/17/2018,2018-4,107,New,2,19.44444444,20.74494949,36.101,-112.0836,88,LB,Upper Granite Gorge,0.6,51,58.93838863,Bright Angel Rapid,0.46,1.06,EJ,1.02,JosephE,1,0,0,0,0,0,1,0,0,0,8,0,7,0,0,0,0,0,0,0,31,70,0,0,15,0,19,151,14.55,100,0.91,115.45,4.55,1.82,6.36,121.82
L10372,4/17/2018,2018-4,107,New,-12,19.44444444,20.74494949,36.2618,-111.8256,57,RB,Lower Marble,4.08,73,92.56410256,Kwagunt Rapid,0.25,1.68,KWO,0.87,WoganK,1.02,0,0,0,0,0,0,0,1,0,12,0,0,0,0,0,0,0,0,0,0,31,0,0,1,0,52,97,18.85,0.82,0,19.67,0.82,0,0.82,20.49
L07596,4/18/2018,2018-4,108,New,0,18.88888889,20.74494949,36.0678,-113.3314,201,RB,Lower Canyon,3.9,88,72.3196347,205-Mile Rapid,4.83,2.46,CA,1.02,ArndtC,1,0,0,24,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,7,109,0,0,0,0,59,204,235.24,305.71,0,540.95,2190.48,197.14,2387.62,2928.57
L09250,4/18/2018,2018-4,108,New,-63,18.88888889,20.74494949,35.8849,-113.3094,216,RB,Lower Granite Gorge,0.07,64,78.12676056,217-Mile Rapid,1.68,0.28,KW,0.95,WilliamsK,0.97,0,0,0,0,0,20,0,0,0,14,0,0,0,0,0,0,0,0,0,5,79,0,0,4,0,68,190,333,79,0,412,0,17,17,429
L10127,4/18/2018,2018-4,108,New,-2,18.88888889,20.74494949,36.1061,-112.1518,92,RB,Upper Granite Gorge,2.6,50,58.93838863,Salt Creek Rapid,1.11,0.57,EJ,1.02,JosephE,1,0,0,0,0,0,3,0,0,0,0,0,24,0,0,0,0,0,0,0,4,48,0,0,15,0,14,108,181,59,0,240,0,1,1,241
L10373,4/18/2018,2018-4,108,New,15,18.88888889,20.74494949,36.1403,-111.8162,66,RB,Furnace Flats,4.04,96,87.03937008,Lava Canyon Rapid,0.11,1.26,KWO,1.12,WoganK,1.03,0,0,1,0,0,1,0,0,0,10,0,0,1,0,0,0,0,0,0,10,71,0,0,42,0,56,192,574,81,0,655,3,1,4,659
L10402,4/18/2018,2018-4,108,New,0,18.88888889,20.74494949,36.1798,-111.8137,63,RB,Furnace Flats,1.2,63,87.03937008,60-Mile Rapid,2.9,0.48,KC,1.5,ChapmanK,1,0,0,0,0,0,3,0,0,0,2,0,2,0,0,0,0,0,0,0,18,67,0,0,15,0,7,114,1620.91,128.18,0.91,1750,73.64,68.18,141.82,1891.82
L10137,4/19/2018,2018-4,109,Waxing,-3,17.77777778,20.74494949,36.2375,-112.3448,109,RB,Upper Granite Gorge,0.2,51,58.93838863,Shinumo Rapid,0.24,0.19,EJ,1.08,JosephE,1.05,0,0,0,0,0,1,0,0,0,12,0,5,0,0,0,0,0,0,0,33,41,0,0,1,0,29,122,368.29,951.22,0,1319.51,8.54,0,8.54,1328.05
L10140,4/19/2018,2018-4,109,Waxing,47,17.77777778,20.74494949,36.0112,-113.346,205,LB,Lower Canyon,0.6,109,72.3196347,205-Mile Rapid,0.33,2.51,MP,0.8,PerkinsM,0.82,0,0,7,0,0,0,0,8,0,10,0,0,0,0,0,0,0,0,0,1,44,0,0,2,0,81,153,511.65,44.66,0,556.31,79.61,17.48,97.09,653.4
L10401,4/19/2018,2018-4,109,Waxing,8,17.77777778,20.74494949,36.0847,-111.8773,72,RB,Furnace Flats,10.6,83,87.03937008,Unkar Rapid,0.46,2.01,KC,0.82,ChapmanK,0.97,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,13,23,0,0,1,0,9,47,79.09,1141.82,0,1220.91,4.55,0.91,5.45,1226.36
